,Project,Adaptation,Outcome,Unit,GCM,RCP,yr,Era,Level,Province,ID,Avg,Low,High
2331,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,Low-emissions,2050,2050s,PT,Northwest Territories,13,375.719262,375.719262,375.719262
2332,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,High-emissions,2050,2050s,PT,Northwest Territories,13,362.4033869,362.4033869,362.4033869
2333,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,High-emissions,2050,2050s,PT,Northwest Territories,13,1081.96906,1081.96906,1081.96906
2334,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,High-emissions,2050,2050s,PT,Northwest Territories,13,589.1384807,589.1384807,589.1384807
2335,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,High-emissions,2050,2050s,PT,Northwest Territories,13,451.2442113,451.2442113,451.2442113
2336,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,High-emissions,2050,2050s,PT,Northwest Territories,13,771.7281312,771.7281312,771.7281312
2337,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Northwest Territories,13,447.2729646,447.2729646,447.2729646
2338,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,High-emissions,2050,2050s,PT,Northwest Territories,13,753.6625665,753.6625665,753.6625665
2339,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,Low-emissions,2080,2080s,PT,Northwest Territories,13,320.9123303,320.9123303,320.9123303
2340,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,Low-emissions,2080,2080s,PT,Northwest Territories,13,1111.658654,1111.658654,1111.658654
2341,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Northwest Territories,13,629.7200166,629.7200166,629.7200166
2342,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,Low-emissions,2080,2080s,PT,Northwest Territories,13,402.2239318,402.2239318,402.2239318
2343,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,Low-emissions,2080,2080s,PT,Northwest Territories,13,557.1254611,557.1254611,557.1254611
2344,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Northwest Territories,13,566.5678513,566.5678513,566.5678513
2345,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,Low-emissions,2080,2080s,PT,Northwest Territories,13,644.6296053,644.6296053,644.6296053
2346,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,High-emissions,2080,2080s,PT,Northwest Territories,13,408.3492505,408.3492505,408.3492505
2347,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,High-emissions,2080,2080s,PT,Northwest Territories,13,1684.239231,1684.239231,1684.239231
2348,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,High-emissions,2080,2080s,PT,Northwest Territories,13,873.5714331,873.5714331,873.5714331
2349,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,High-emissions,2080,2080s,PT,Northwest Territories,13,594.0802885,594.0802885,594.0802885
2350,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,High-emissions,2080,2080s,PT,Northwest Territories,13,720.686149,720.686149,720.686149
2351,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Northwest Territories,13,924.3197033,924.3197033,924.3197033
2352,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,High-emissions,2080,2080s,PT,Northwest Territories,13,1019.890727,1019.890727,1019.890727
2353,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Northwest Territories,13,1.7939975,1.7939975,1.7939975
2354,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Northwest Territories,13,1.7939975,1.7939975,1.7939975
2355,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2020,2020s,PT,Northwest Territories,13,665.3934896,665.3934896,665.3934896
2356,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2020,2020s,PT,Northwest Territories,13,665.3934896,665.3934896,665.3934896
2357,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Nova Scotia,2,31.3358725,31.3358725,31.3358725
2358,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Nova Scotia,2,182.6225,75.1975,261.04275
2359,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Nova Scotia,2,204.1075,103.128,299.71575
2360,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Nova Scotia,2,163.286,55.861,301.86425
2361,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Nova Scotia,2,224.51825,118.1675,304.01275
2362,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Nova Scotia,2,174.1247485,71.39756692,248.7058658
2363,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Nova Scotia,2,155.0935801,53.04627501,287.3803785
2364,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Nova Scotia,2,194.2217245,97.80201848,285.5119457
2365,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Nova Scotia,2,214.3296541,112.8905817,289.5306361
2366,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2050,2050s,PT,Nova Scotia,2,1587.372745,1587.372745,1587.372745
2367,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2080,2080s,PT,Nova Scotia,2,1413.129561,1413.129561,1413.129561
2368,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2050,2050s,PT,Nova Scotia,2,1769.581633,1769.581633,1769.581633
2369,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2080,2080s,PT,Nova Scotia,2,1953.735816,1953.735816,1953.735816
2370,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Nova Scotia,2,31.3358725,31.3358725,31.3358725
2371,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,PT,Nova Scotia,2,261.4555994,261.4555994,261.4555994
2372,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,PT,Nova Scotia,2,231.0717228,231.0717228,231.0717228
2373,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Nova Scotia,2,127.643673,127.643673,127.643673
2374,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,PT,Nova Scotia,2,202.9455921,202.9455921,202.9455921
2375,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,PT,Nova Scotia,2,125.8318872,125.8318872,125.8318872
2376,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Nova Scotia,2,74.90559916,74.90559916,74.90559916
2377,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,PT,Nova Scotia,2,255.9012257,255.9012257,255.9012257
2378,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2050,2050s,PT,Nova Scotia,2,194.1352968,194.1352968,194.1352968
2379,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,PT,Nova Scotia,2,279.1515948,279.1515948,279.1515948
2380,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,PT,Nova Scotia,2,299.7248043,299.7248043,299.7248043
2381,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,PT,Nova Scotia,2,229.29658,229.29658,229.29658
2382,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,PT,Nova Scotia,2,177.1718847,177.1718847,177.1718847
2383,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Nova Scotia,2,102.6940414,102.6940414,102.6940414
2384,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,PT,Nova Scotia,2,144.4796702,144.4796702,144.4796702
2385,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,PT,Nova Scotia,2,301.6227102,301.6227102,301.6227102
2386,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,PT,Nova Scotia,2,200.8823012,200.8823012,200.8823012
2387,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Nova Scotia,2,100.4576801,100.4576801,100.4576801
2388,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,PT,Nova Scotia,2,209.599471,209.599471,209.599471
2389,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,PT,Nova Scotia,2,175.1410859,175.1410859,175.1410859
2390,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Nova Scotia,2,55.65429987,55.65429987,55.65429987
2391,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,PT,Nova Scotia,2,95.92120687,95.92120687,95.92120687
2392,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2080,2080s,PT,Nova Scotia,2,118.5894487,118.5894487,118.5894487
2393,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,PT,Nova Scotia,2,217.2512032,217.2512032,217.2512032
2394,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,PT,Nova Scotia,2,257.5498521,257.5498521,257.5498521
2395,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,PT,Nova Scotia,2,304.0173466,304.0173466,304.0173466
2396,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,PT,Nova Scotia,2,131.3455387,131.3455387,131.3455387
2397,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Nova Scotia,2,285.9148748,285.9148748,285.9148748
2398,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,PT,Nova Scotia,2,260.4524954,260.4524954,260.4524954
2399,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,PT,Nova Scotia,2,248.7058658,248.7058658,248.7058658
2400,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,PT,Nova Scotia,2,219.9363242,219.9363242,219.9363242
2401,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Nova Scotia,2,121.6242413,121.6242413,121.6242413
2402,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,PT,Nova Scotia,2,193.4584666,193.4584666,193.4584666
2403,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,PT,Nova Scotia,2,119.903841,119.903841,119.903841
2404,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Nova Scotia,2,71.39756692,71.39756692,71.39756692
2405,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,PT,Nova Scotia,2,243.8469339,243.8469339,243.8469339
2406,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2050,2050s,PT,Nova Scotia,2,185.0284488,185.0284488,185.0284488
2407,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,PT,Nova Scotia,2,265.9116166,265.9116166,265.9116166
2408,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,PT,Nova Scotia,2,285.5119457,285.5119457,285.5119457
2409,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,PT,Nova Scotia,2,218.731241,218.731241,218.731241
2410,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,PT,Nova Scotia,2,168.7859157,168.7859157,168.7859157
2411,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Nova Scotia,2,97.80201848,97.80201848,97.80201848
2412,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,PT,Nova Scotia,2,137.7808854,137.7808854,137.7808854
2413,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,PT,Nova Scotia,2,287.3803785,287.3803785,287.3803785
2414,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,PT,Nova Scotia,2,191.4237803,191.4237803,191.4237803
2415,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Nova Scotia,2,95.73096694,95.73096694,95.73096694
2416,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,PT,Nova Scotia,2,199.695567,199.695567,199.695567
2417,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,PT,Nova Scotia,2,166.8771443,166.8771443,166.8771443
2418,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Nova Scotia,2,53.04627501,53.04627501,53.04627501
2419,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,PT,Nova Scotia,2,91.50094866,91.50094866,91.50094866
2420,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2080,2080s,PT,Nova Scotia,2,112.8905817,112.8905817,112.8905817
2421,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,PT,Nova Scotia,2,206.9849186,206.9849186,206.9849186
2422,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,PT,Nova Scotia,2,245.4420979,245.4420979,245.4420979
2423,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,PT,Nova Scotia,2,289.5306361,289.5306361,289.5306361
2424,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,PT,Nova Scotia,2,125.1125341,125.1125341,125.1125341
2425,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Nova Scotia,2,272.1319432,272.1319432,272.1319432
2426,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,PT,Nova Scotia,2,248.2148676,248.2148676,248.2148676
2427,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,Low-emissions,2050,2050s,PT,Nova Scotia,2,1927.248546,1927.248546,1927.248546
2428,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,Low-emissions,2050,2050s,PT,Nova Scotia,2,1696.115625,1696.115625,1696.115625
2429,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Nova Scotia,2,928.4827586,928.4827586,928.4827586
2430,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,Low-emissions,2050,2050s,PT,Nova Scotia,2,1532.814789,1532.814789,1532.814789
2431,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,Low-emissions,2050,2050s,PT,Nova Scotia,2,953.0564736,953.0564736,953.0564736
2432,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Nova Scotia,2,549.0816018,549.0816018,549.0816018
2433,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,Low-emissions,2050,2050s,PT,Nova Scotia,2,1897.360216,1897.360216,1897.360216
2434,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,High-emissions,2050,2050s,PT,Nova Scotia,2,1458.382344,1458.382344,1458.382344
2435,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,High-emissions,2050,2050s,PT,Nova Scotia,2,2046.243238,2046.243238,2046.243238
2436,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,High-emissions,2050,2050s,PT,Nova Scotia,2,2206.932693,2206.932693,2206.932693
2437,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,High-emissions,2050,2050s,PT,Nova Scotia,2,1727.081118,1727.081118,1727.081118
2438,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,High-emissions,2050,2050s,PT,Nova Scotia,2,1300.825663,1300.825663,1300.825663
2439,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Nova Scotia,2,751.5287171,751.5287171,751.5287171
2440,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,High-emissions,2050,2050s,PT,Nova Scotia,2,1073.868584,1073.868584,1073.868584
2441,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,Low-emissions,2080,2080s,PT,Nova Scotia,2,2244.114122,2244.114122,2244.114122
2442,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,Low-emissions,2080,2080s,PT,Nova Scotia,2,1485.637002,1485.637002,1485.637002
2443,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Nova Scotia,2,729.4301502,729.4301502,729.4301502
2444,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,Low-emissions,2080,2080s,PT,Nova Scotia,2,1521.762697,1521.762697,1521.762697
2445,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,Low-emissions,2080,2080s,PT,Nova Scotia,2,1279.662179,1279.662179,1279.662179
2446,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Nova Scotia,2,412.4433661,412.4433661,412.4433661
2447,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,Low-emissions,2080,2080s,PT,Nova Scotia,2,731.4092309,731.4092309,731.4092309
2448,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,High-emissions,2080,2080s,PT,Nova Scotia,2,870.5888419,870.5888419,870.5888419
2449,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,High-emissions,2080,2080s,PT,Nova Scotia,2,1574.677621,1574.677621,1574.677621
2450,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,High-emissions,2080,2080s,PT,Nova Scotia,2,1877.234204,1877.234204,1877.234204
2451,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,High-emissions,2080,2080s,PT,Nova Scotia,2,2273.562791,2273.562791,2273.562791
2452,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,High-emissions,2080,2080s,PT,Nova Scotia,2,955.8301775,955.8301775,955.8301775
2453,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Nova Scotia,2,2110.159145,2110.159145,2110.159145
2454,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,High-emissions,2080,2080s,PT,Nova Scotia,2,1952.9971,1952.9971,1952.9971
2455,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Nova Scotia,2,31.3358725,31.3358725,31.3358725
2456,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Nova Scotia,2,31.3358725,31.3358725,31.3358725
2457,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2020,2020s,PT,Nova Scotia,2,272.1192908,272.1192908,272.1192908
2458,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2020,2020s,PT,Nova Scotia,2,272.1192908,272.1192908,272.1192908
2459,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Nunavut,12,0.2470775,0.2470775,0.2470775
2460,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Nunavut,12,1.07425,0,1.07425
2461,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Nunavut,12,1.07425,1.07425,1.07425
2462,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Nunavut,12,1.07425,0,2.1485
2463,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Nunavut,12,1.07425,1.07425,2.1485
2464,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Nunavut,12,0.783570525,0.450468804,1.137081866
2465,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Nunavut,12,0.888737673,0.479053442,1.799264724
2466,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Nunavut,12,0.972950593,0.791513382,1.366477008
2467,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Nunavut,12,1.326489731,0.726935365,2.216686693
2468,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2050,2050s,PT,Nunavut,12,345.7993095,345.7993095,345.7993095
2469,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2080,2080s,PT,Nunavut,12,389.2115277,389.2115277,389.2115277
2470,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2050,2050s,PT,Nunavut,12,428.0161872,428.0161872,428.0161872
2471,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2080,2080s,PT,Nunavut,12,583.8461245,583.8461245,583.8461245
2472,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Nunavut,12,0.2470775,0.2470775,0.2470775
2473,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,PT,Nunavut,12,0.45950119,0.45950119,0.45950119
2474,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,PT,Nunavut,12,1.029816989,1.029816989,1.029816989
2475,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Nunavut,12,0.708388674,0.708388674,0.708388674
2476,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,PT,Nunavut,12,0.936318112,0.936318112,0.936318112
2477,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,PT,Nunavut,12,0.819401345,0.819401345,0.819401345
2478,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Nunavut,12,1.189979408,1.189979408,1.189979408
2479,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,PT,Nunavut,12,0.549127492,0.549127492,0.549127492
2480,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2050,2050s,PT,Nunavut,12,0.841168839,0.841168839,0.841168839
2481,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,PT,Nunavut,12,1.407692835,1.407692835,1.407692835
2482,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,PT,Nunavut,12,0.84249956,0.84249956,0.84249956
2483,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,PT,Nunavut,12,0.939428179,0.939428179,0.939428179
2484,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,PT,Nunavut,12,0.993790481,0.993790481,0.993790481
2485,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Nunavut,12,1.211293168,1.211293168,1.211293168
2486,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,PT,Nunavut,12,0.810110818,0.810110818,0.810110818
2487,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,PT,Nunavut,12,0.538442957,0.538442957,0.538442957
2488,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,PT,Nunavut,12,1.826525983,1.826525983,1.826525983
2489,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Nunavut,12,0.659378079,0.659378079,0.659378079
2490,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,PT,Nunavut,12,1.047859509,1.047859509,1.047859509
2491,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,PT,Nunavut,12,1.144837806,1.144837806,1.144837806
2492,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Nunavut,12,0.697320296,0.697320296,0.697320296
2493,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,PT,Nunavut,12,0.492818631,0.492818631,0.492818631
