,Project,Adaptation,Outcome,Unit,GCM,RCP,yr,Era,Level,Province,ID,Avg,Low,High
2494,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2080,2080s,PT,Nunavut,12,0.740939187,0.740939187,0.740939187
2495,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,PT,Nunavut,12,2.277164899,2.277164899,2.277164899
2496,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,PT,Nunavut,12,1.031367497,1.031367497,1.031367497
2497,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,PT,Nunavut,12,1.353095486,1.353095486,1.353095486
2498,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,PT,Nunavut,12,1.710711558,1.710711558,1.710711558
2499,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Nunavut,12,1.494903161,1.494903161,1.494903161
2500,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,PT,Nunavut,12,1.00306775,1.00306775,1.00306775
2501,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,PT,Nunavut,12,0.450468804,0.450468804,0.450468804
2502,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,PT,Nunavut,12,1.005444318,1.005444318,1.005444318
2503,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Nunavut,12,0.690594164,0.690594164,0.690594164
2504,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,PT,Nunavut,12,0.893291567,0.893291567,0.893291567
2505,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,PT,Nunavut,12,0.783955285,0.783955285,0.783955285
2506,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Nunavut,12,1.137081866,1.137081866,1.137081866
2507,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,PT,Nunavut,12,0.524157675,0.524157675,0.524157675
2508,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2050,2050s,PT,Nunavut,12,0.802965313,0.802965313,0.802965313
2509,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,PT,Nunavut,12,1.366477008,1.366477008,1.366477008
2510,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,PT,Nunavut,12,0.826647979,0.826647979,0.826647979
2511,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,PT,Nunavut,12,0.909918516,0.909918516,0.909918516
2512,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,PT,Nunavut,12,0.955164889,0.955164889,0.955164889
2513,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Nunavut,12,1.157967059,1.157967059,1.157967059
2514,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,PT,Nunavut,12,0.791513382,0.791513382,0.791513382
2515,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,PT,Nunavut,12,0.523920122,0.523920122,0.523920122
2516,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,PT,Nunavut,12,1.799264724,1.799264724,1.799264724
2517,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Nunavut,12,0.642571382,0.642571382,0.642571382
2518,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,PT,Nunavut,12,1.001911168,1.001911168,1.001911168
2519,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,PT,Nunavut,12,1.095515804,1.095515804,1.095515804
2520,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Nunavut,12,0.678927071,0.678927071,0.678927071
2521,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,PT,Nunavut,12,0.479053442,0.479053442,0.479053442
2522,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2080,2080s,PT,Nunavut,12,0.726935365,0.726935365,0.726935365
2523,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,PT,Nunavut,12,2.216686693,2.216686693,2.216686693
2524,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,PT,Nunavut,12,1.010297878,1.010297878,1.010297878
2525,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,PT,Nunavut,12,1.291551497,1.291551497,1.291551497
2526,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,PT,Nunavut,12,1.628577078,1.628577078,1.628577078
2527,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Nunavut,12,1.442002461,1.442002461,1.442002461
2528,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,PT,Nunavut,12,0.969377151,0.969377151,0.969377151
2529,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,Low-emissions,2050,2050s,PT,Nunavut,12,366.2048386,366.2048386,366.2048386
2530,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,Low-emissions,2050,2050s,PT,Nunavut,12,917.9187193,917.9187193,917.9187193
2531,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Nunavut,12,653.4747342,653.4747342,653.4747342
2532,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,Low-emissions,2050,2050s,PT,Nunavut,12,1113.132399,1113.132399,1113.132399
2533,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,Low-emissions,2050,2050s,PT,Nunavut,12,929.8905699,929.8905699,929.8905699
2534,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Nunavut,12,1394.644204,1394.644204,1394.644204
2535,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,Low-emissions,2050,2050s,PT,Nunavut,12,644.6356298,644.6356298,644.6356298
2536,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,High-emissions,2050,2050s,PT,Nunavut,12,991.3743368,991.3743368,991.3743368
2537,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,High-emissions,2050,2050s,PT,Nunavut,12,1486.816583,1486.816583,1486.816583
2538,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,High-emissions,2050,2050s,PT,Nunavut,12,656.9618599,656.9618599,656.9618599
2539,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,High-emissions,2050,2050s,PT,Nunavut,12,916.6584779,916.6584779,916.6584779
2540,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,High-emissions,2050,2050s,PT,Nunavut,12,1018.188008,1018.188008,1018.188008
2541,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Nunavut,12,1405.72423,1405.72423,1405.72423
2542,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,High-emissions,2050,2050s,PT,Nunavut,12,644.3788056,644.3788056,644.3788056
2543,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,Low-emissions,2080,2080s,PT,Nunavut,12,486.4926422,486.4926422,486.4926422
2544,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,Low-emissions,2080,2080s,PT,Nunavut,12,1277.678496,1277.678496,1277.678496
2545,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Nunavut,12,557.4272383,557.4272383,557.4272383
2546,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,Low-emissions,2080,2080s,PT,Nunavut,12,1228.239467,1228.239467,1228.239467
2547,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,Low-emissions,2080,2080s,PT,Nunavut,12,1290.257011,1290.257011,1290.257011
2548,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Nunavut,12,685.0669243,685.0669243,685.0669243
2549,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,Low-emissions,2080,2080s,PT,Nunavut,12,453.1713798,453.1713798,453.1713798
2550,Infrastructure,No adaptation,Inland flooding,Cost per household ($),CCSM4,High-emissions,2080,2080s,PT,Nunavut,12,596.7207311,596.7207311,596.7207311
2551,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-CM3,High-emissions,2080,2080s,PT,Nunavut,12,2062.536706,2062.536706,2062.536706
2552,Infrastructure,No adaptation,Inland flooding,Cost per household ($),GFDL-ESM2M,High-emissions,2080,2080s,PT,Nunavut,12,794.5846287,794.5846287,794.5846287
2553,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-AO,High-emissions,2080,2080s,PT,Nunavut,12,1600.035379,1600.035379,1600.035379
2554,Infrastructure,No adaptation,Inland flooding,Cost per household ($),HadGEM2-ES,High-emissions,2080,2080s,PT,Nunavut,12,2138.849537,2138.849537,2138.849537
2555,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Nunavut,12,1568.244699,1568.244699,1568.244699
2556,Infrastructure,No adaptation,Inland flooding,Cost per household ($),MRI-CGCM3,High-emissions,2080,2080s,PT,Nunavut,12,974.6572211,974.6572211,974.6572211
2557,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Nunavut,12,0.2470775,0.2470775,0.2470775
2558,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Nunavut,12,0.2470775,0.2470775,0.2470775
2559,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2020,2020s,PT,Nunavut,12,103.3925651,103.3925651,103.3925651
2560,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2020,2020s,PT,Nunavut,12,103.3925651,103.3925651,103.3925651
2561,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Ontario,11,527.88645,527.88645,527.88645
2562,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Ontario,11,2889.7325,1201.0115,4705.215
2563,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Ontario,11,3321.581,2081.8965,5052.19775
2564,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Ontario,11,2450.36425,1505.02425,3581.5495
2565,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Ontario,11,4416.24175,2040.00075,7040.6345
2566,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2050,2050s,PT,Ontario,11,2695.413271,1120.289531,4390.503097
2567,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2080,2080s,PT,Ontario,11,2287.343451,1406.505185,3341.857285
2568,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2050,2050s,PT,Ontario,11,3103.218061,1947.548203,4713.209905
2569,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),Ensemble,High-emissions,2080,2080s,PT,Ontario,11,4125.399475,1906.166896,6583.987769
2570,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2050,2050s,PT,Ontario,11,2638.880523,2638.880523,2638.880523
2571,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,Low-emissions,2080,2080s,PT,Ontario,11,2238.169634,2238.169634,2238.169634
2572,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2050,2050s,PT,Ontario,11,3033.892926,3033.892926,3033.892926
2573,Infrastructure,No adaptation,Inland flooding,Cost per household ($),Ensemble,High-emissions,2080,2080s,PT,Ontario,11,4033.057992,4033.057992,4033.057992
2574,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Ontario,11,527.88645,527.88645,527.88645
2575,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,PT,Ontario,11,3669.717976,3669.717976,3669.717976
2576,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,PT,Ontario,11,3512.82108,3512.82108,3512.82108
2577,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Ontario,11,2092.083982,2092.083982,2092.083982
2578,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,PT,Ontario,11,1201.023319,1201.023319,1201.023319
2579,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,PT,Ontario,11,2464.111273,2464.111273,2464.111273
2580,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,PT,Ontario,11,2582.314309,2582.314309,2582.314309
2581,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,PT,Ontario,11,4704.920147,4704.920147,4704.920147
2582,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2050,2050s,PT,Ontario,11,2669.247119,2669.247119,2669.247119
2583,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,PT,Ontario,11,3080.131123,3080.131123,3080.131123
2584,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,PT,Ontario,11,3684.258115,3684.258115,3684.258115
2585,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,PT,Ontario,11,2081.962427,2081.962427,2081.962427
2586,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,PT,Ontario,11,2103.040307,2103.040307,2103.040307
2587,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,PT,Ontario,11,4584.032339,4584.032339,4584.032339
2588,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,PT,Ontario,11,5052.086665,5052.086665,5052.086665
2589,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,PT,Ontario,11,2113.032851,2113.032851,2113.032851
2590,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,PT,Ontario,11,2610.262241,2610.262241,2610.262241
2591,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,PT,Ontario,11,2589.546738,2589.546738,2589.546738
2592,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,PT,Ontario,11,1505.4422,1505.4422,1505.4422
2593,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,PT,Ontario,11,2222.536425,2222.536425,2222.536425
2594,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,PT,Ontario,11,3581.969172,3581.969172,3581.969172
2595,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,PT,Ontario,11,2532.757613,2532.757613,2532.757613
2596,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),CCSM4,High-emissions,2080,2080s,PT,Ontario,11,2228.061536,2228.061536,2228.061536
2597,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,PT,Ontario,11,4120.885763,4120.885763,4120.885763
2598,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,PT,Ontario,11,6589.59713,6589.59713,6589.59713
2599,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,PT,Ontario,11,2040.166779,2040.166779,2040.166779
2600,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,PT,Ontario,11,4286.635023,4286.635023,4286.635023
2601,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,PT,Ontario,11,4607.208825,4607.208825,4607.208825
2602,Infrastructure,No adaptation,Inland flooding,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,PT,Ontario,11,7040.793008,7040.793008,7040.793008
2603,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,PT,Ontario,11,3430.453885,3430.453885,3430.453885
2604,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,PT,Ontario,11,3267.964978,3267.964978,3267.964978
2605,Infrastructure,Proactive adaptation,Inland flooding,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,PT,Ontario,11,1954.086781,1954.086781,1954.086781
